Commodity,Category,Unit,State,District,Market,Date,Year,Month,Season,Arrival_Qty,Min_Price,Max_Price,Modal_Price
Cabbage,Vegetable,Kg,Karnataka,Mysuru,Mysuru,11/27/2024,2024,11,Rabi,312.1,29.11,32.79,30.53
Banana,Fruit,Dozen,Punjab,Amritsar,Amritsar,11/21/2020,2020,11,Rabi,893.55,99.62,105.56,103.04
Mustard,Oilseed,Quintal,Maharashtra,Nagpur,Nagpur,1/5/2020,2020,1,Rabi,944.07,4470.57,4951.21,4711.07
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,7/14/2020,2020,7,Kharif,596.43,46.9,52.02,49.02
Tomato,Vegetable,Kg,Punjab,Amritsar,Amritsar,11/15/2022,2022,11,Rabi,623.61,26.41,28.85,28.08
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,10/8/2025,2025,10,Rabi,859.4,41.99,45.69,43.41
Mustard,Oilseed,Quintal,Uttar Pradesh,Varanasi,Varanasi,5/20/2021,2021,5,Zaid,285.23,4365.93,4548.15,4456.87
Potato,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,2/25/2024,2024,2,Rabi,480.26,31.06,35.89,33.52
Cotton,Fiber,Quintal,Punjab,Amritsar,Amritsar,3/4/2022,2022,3,Rabi,727.24,6051.05,6374.91,6212.97
Mango,Fruit,Kg,Uttar Pradesh,Kanpur,Kanpur,12/19/2024,2024,12,Rabi,261.22,100.02,108.07,104.43
Cotton,Fiber,Quintal,Karnataka,Belagavi,Belagavi,1/26/2023,2023,1,Rabi,474.09,8522.6,8889.2,8705.83
Milk,Dairy,Litre,Maharashtra,Nashik,Lasalgaon,1/10/2023,2023,1,Rabi,295.65,51.4,54.01,53.04
Onion,Vegetable,Kg,Karnataka,Mysuru,Mysuru,4/5/2023,2023,4,Zaid,782.77,34.6,37.7,36.18
Cabbage,Vegetable,Kg,Punjab,Amritsar,Amritsar,2/8/2020,2020,2,Rabi,121.17,20.73,22.81,21.56
Mango,Fruit,Kg,Punjab,Amritsar,Amritsar,6/16/2025,2025,6,Kharif,611.45,87.32,94.37,91.27
Rice,Grain,Quintal,Karnataka,Mysuru,Mysuru,5/17/2021,2021,5,Zaid,217.74,2244.19,2526.68,2385.85
Potato,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,1/20/2024,2024,1,Rabi,587.5,27.65,30.69,29.14
Cabbage,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,12/18/2023,2023,12,Rabi,313.8,24.32,26.59,25.72
Potato,Vegetable,Kg,Maharashtra,Pune,Pune,4/30/2021,2021,4,Zaid,539.3,23.29,26.5,24.93
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,10/10/2020,2020,10,Rabi,114.94,33.95,38.68,36.19
Tomato,Vegetable,Kg,Punjab,Amritsar,Amritsar,10/16/2021,2021,10,Rabi,643.26,30.64,33.58,32.58
Mustard Oil,Oil,Litre,Gujarat,Rajkot,Rajkot,7/6/2021,2021,7,Kharif,901.44,177.07,189.14,183.04
Milk,Dairy,Litre,Gujarat,Rajkot,Rajkot,7/13/2020,2020,7,Kharif,125.64,33.84,38.33,36.02
Mango,Fruit,Kg,Punjab,Ludhiana,Ludhiana,7/15/2021,2021,7,Kharif,277.78,45.2,51.19,47.9
Maize,Grain,Quintal,Maharashtra,Nagpur,Nagpur,6/11/2025,2025,6,Kharif,542.47,2433.07,2769.5,2601.22
Mango,Fruit,Kg,Karnataka,Mysuru,Mysuru,8/4/2025,2025,8,Kharif,488.44,114.42,128.22,120.82
Mango,Fruit,Kg,Maharashtra,Pune,Pune,3/22/2020,2020,3,Rabi,895.32,143.68,151.3,147.85
Brinjal,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,5/27/2025,2025,5,Zaid,27.87,34.48,38.86,37.07
Cabbage,Vegetable,Kg,Karnataka,Mysuru,Mysuru,11/2/2024,2024,11,Rabi,369.76,30,32.81,31.55
Mustard Oil,Oil,Litre,Gujarat,Rajkot,Rajkot,1/3/2020,2020,1,Rabi,384.48,200.93,220.48,210.31
Wheat,Grain,Quintal,Punjab,Amritsar,Amritsar,6/7/2020,2020,6,Kharif,444.48,2136.92,2266.02,2201.3
Mango,Fruit,Kg,Uttar Pradesh,Varanasi,Varanasi,5/12/2025,2025,5,Zaid,826.99,118.37,134.54,126.27
Cabbage,Vegetable,Kg,Gujarat,Rajkot,Rajkot,5/9/2021,2021,5,Zaid,515.38,31.57,34.05,32.63
Banana,Fruit,Dozen,Karnataka,Mysuru,Mysuru,12/22/2023,2023,12,Rabi,286.24,110.77,119.53,114.74
Banana,Fruit,Dozen,Karnataka,Belagavi,Belagavi,2/11/2021,2021,2,Rabi,778.67,101.77,112.86,107.18
Rice,Grain,Quintal,Gujarat,Rajkot,Rajkot,1/9/2020,2020,1,Rabi,555.73,1990.59,2077.14,2033.69
Maize,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,10/16/2025,2025,10,Rabi,570.11,1851.31,2132.89,1991.99
Wheat,Grain,Quintal,Punjab,Amritsar,Amritsar,6/16/2020,2020,6,Kharif,455.15,2754.35,3011.84,2882.73
Mustard Oil,Oil,Litre,Maharashtra,Nashik,Lasalgaon,9/7/2023,2023,9,Kharif,455,147.62,152.39,150.08
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,5/3/2022,2022,5,Zaid,256.72,36.48,40.3,37.98
Rice,Grain,Quintal,Maharashtra,Nagpur,Nagpur,7/3/2020,2020,7,Kharif,510.14,1950.36,2099.08,2025.21
Onion,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,10/12/2021,2021,10,Rabi,727.44,49.6,54.66,52.34
Mustard,Oilseed,Quintal,Maharashtra,Nagpur,Nagpur,9/7/2023,2023,9,Kharif,537.19,4065.5,4611.79,4338.71
Potato,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,2/21/2023,2023,2,Rabi,442.28,36.24,39.28,38.18
Cabbage,Vegetable,Kg,Karnataka,Belagavi,Belagavi,1/30/2024,2024,1,Rabi,54.41,20.17,22.13,21.64
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,7/13/2025,2025,7,Kharif,405.98,8360.61,9059.85,8710.29
Mango,Fruit,Kg,Punjab,Amritsar,Amritsar,12/15/2021,2021,12,Rabi,32.38,111.24,126.33,118.46
Potato,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,12/18/2022,2022,12,Rabi,480.74,17.13,19.3,18.18
Wheat,Grain,Quintal,Gujarat,Rajkot,Rajkot,6/5/2021,2021,6,Kharif,245.38,1806.33,1816.35,1811.67
Rice,Grain,Quintal,Gujarat,Rajkot,Rajkot,6/8/2025,2025,6,Kharif,792.1,2956.7,3224.16,3090.11
Cabbage,Vegetable,Kg,Karnataka,Belagavi,Belagavi,7/15/2025,2025,7,Kharif,665.82,18.81,21.18,20.07
Banana,Fruit,Dozen,Punjab,Amritsar,Amritsar,5/15/2021,2021,5,Zaid,656.25,53.07,57.82,55.41
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,8/8/2024,2024,8,Kharif,720.44,1575.72,1804.16,1690.42
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,10/29/2021,2021,10,Rabi,70.73,8451.8,9316.68,8884.32
Cabbage,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,7/14/2024,2024,7,Kharif,703.77,10.78,12.07,11.65
Mango,Fruit,Kg,Maharashtra,Pune,Pune,9/9/2024,2024,9,Kharif,367.64,48.45,54.54,51.44
Mustard Oil,Oil,Litre,Gujarat,Ahmedabad,Ahmedabad,2/27/2021,2021,2,Rabi,882.74,173.45,193.34,182.93
Cabbage,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,5/27/2020,2020,5,Zaid,125.35,15.57,17.57,16.73
Potato,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,8/28/2024,2024,8,Kharif,502.21,10.94,12.16,11.89
Mango,Fruit,Kg,Punjab,Ludhiana,Ludhiana,5/7/2025,2025,5,Zaid,75.95,39.19,43.11,40.74
Onion,Vegetable,Kg,Gujarat,Rajkot,Rajkot,10/11/2021,2021,10,Rabi,211.37,59.37,64.39,61.79
Cabbage,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,8/7/2023,2023,8,Kharif,385.98,26.06,28.43,27.26
Potato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,1/9/2025,2025,1,Rabi,141.2,13.07,14.57,13.34
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,5/17/2025,2025,5,Zaid,27.27,37.08,42.03,39.26
Potato,Vegetable,Kg,Gujarat,Rajkot,Rajkot,2/11/2022,2022,2,Rabi,441.92,21.81,24.13,22.58
Milk,Dairy,Litre,Punjab,Amritsar,Amritsar,5/21/2025,2025,5,Zaid,495.81,39.24,42.65,41.37
Maize,Grain,Quintal,Punjab,Ludhiana,Ludhiana,4/21/2024,2024,4,Zaid,254.04,1619.97,1764.9,1692.1
Mango,Fruit,Kg,Punjab,Ludhiana,Ludhiana,7/30/2024,2024,7,Kharif,260.62,45.87,52.06,48.61
Maize,Grain,Quintal,Punjab,Amritsar,Amritsar,2/26/2025,2025,2,Rabi,526.97,2313.14,2672.41,2493.05
Maize,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,8/15/2025,2025,8,Kharif,767.62,1876.13,2055.53,1966.08
Banana,Fruit,Dozen,Maharashtra,Pune,Pune,1/5/2022,2022,1,Rabi,596.82,68.47,74.35,71.89
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,5/22/2022,2022,5,Zaid,226.44,198.25,218.56,208.62
Cotton,Fiber,Quintal,Maharashtra,Nashik,Lasalgaon,9/10/2020,2020,9,Kharif,288.66,6738.17,7508.91,7123.56
Rice,Grain,Quintal,Maharashtra,Nashik,Lasalgaon,9/4/2025,2025,9,Kharif,117.73,1921.65,1998.89,1959.82
Onion,Vegetable,Kg,Karnataka,Belagavi,Belagavi,3/28/2021,2021,3,Rabi,72.46,13.17,14.93,14.49
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,7/18/2023,2023,7,Kharif,244.68,149.61,158.46,153.66
Maize,Grain,Quintal,Punjab,Ludhiana,Ludhiana,4/27/2021,2021,4,Zaid,700.47,1795.08,1873.89,1834.73
Brinjal,Vegetable,Kg,Gujarat,Rajkot,Rajkot,4/13/2022,2022,4,Zaid,449.17,21.15,23.71,21.99
Wheat,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,12/24/2021,2021,12,Rabi,145.67,2339.25,2590.56,2464.81
Rice,Grain,Quintal,Maharashtra,Pune,Pune,5/13/2023,2023,5,Zaid,254.75,2242.74,2453.59,2348.59
Banana,Fruit,Dozen,Gujarat,Ahmedabad,Ahmedabad,4/20/2022,2022,4,Zaid,872.57,96.04,108.48,101.82
Rice,Grain,Quintal,Karnataka,Belagavi,Belagavi,9/1/2025,2025,9,Kharif,679.36,2359.43,2564.71,2462.49
Cabbage,Vegetable,Kg,Karnataka,Belagavi,Belagavi,10/26/2024,2024,10,Rabi,378.02,16.14,18.12,17.44
Maize,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,12/31/2021,2021,12,Rabi,108,2470.5,2635.83,2553.57
Wheat,Grain,Quintal,Karnataka,Belagavi,Belagavi,9/8/2021,2021,9,Kharif,698.43,1675.74,1890.95,1783.48
Potato,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,5/18/2024,2024,5,Zaid,790.62,31.11,33.34,32.47
Mustard,Oilseed,Quintal,Uttar Pradesh,Kanpur,Kanpur,2/16/2022,2022,2,Rabi,284.04,6872.63,7394.43,7133.17
Maize,Grain,Quintal,Punjab,Ludhiana,Ludhiana,12/12/2023,2023,12,Rabi,743.4,2284.3,2461.39,2372.96
Rice,Grain,Quintal,Karnataka,Belagavi,Belagavi,11/3/2022,2022,11,Rabi,394.06,2785.25,2939.24,2861.86
Maize,Grain,Quintal,Gujarat,Rajkot,Rajkot,4/6/2020,2020,4,Zaid,264.67,2149.65,2430.13,2289.95
Mustard,Oilseed,Quintal,Gujarat,Rajkot,Rajkot,11/11/2021,2021,11,Rabi,451.32,5070.94,5710.56,5390.45
Potato,Vegetable,Kg,Karnataka,Belagavi,Belagavi,9/1/2022,2022,9,Kharif,751.31,29.62,30.95,30.13
Potato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,12/25/2024,2024,12,Rabi,196.99,37.66,40.45,39.19
Mustard,Oilseed,Quintal,Karnataka,Belagavi,Belagavi,7/28/2021,2021,7,Kharif,534.75,6540.25,6744,6642.4
Tomato,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,10/23/2020,2020,10,Rabi,653.73,32.53,34.73,33.2
Wheat,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,2/2/2025,2025,2,Rabi,718.07,1737.27,1813.18,1775.1
Cabbage,Vegetable,Kg,Karnataka,Belagavi,Belagavi,5/9/2025,2025,5,Zaid,462.81,33.74,36.48,35.02
Brinjal,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,6/17/2024,2024,6,Kharif,568.91,26.68,29.37,27.78
Cotton,Fiber,Quintal,Punjab,Amritsar,Amritsar,2/10/2020,2020,2,Rabi,770.14,7681.7,8876.93,8279.42
Potato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,2/2/2024,2024,2,Rabi,434.13,22.44,24.91,23.56
Tomato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,6/30/2024,2024,6,Kharif,244.36,32.01,34.94,33.14
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,11/18/2025,2025,11,Rabi,78.32,1851.77,1884.5,1868.35
Banana,Fruit,Dozen,Uttar Pradesh,Kanpur,Kanpur,2/18/2023,2023,2,Rabi,665.24,68.18,73.88,71.49
Milk,Dairy,Litre,Punjab,Amritsar,Amritsar,2/13/2023,2023,2,Rabi,242.78,70.19,77.11,73.27
Milk,Dairy,Litre,Uttar Pradesh,Kanpur,Kanpur,4/23/2022,2022,4,Zaid,659.18,33.53,36.64,34.84
Onion,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,2/20/2025,2025,2,Rabi,237.49,40.58,44.99,42.88
Mustard,Oilseed,Quintal,Maharashtra,Nashik,Lasalgaon,4/20/2025,2025,4,Zaid,555.15,6985.12,7289.08,7137.39
Tomato,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,5/23/2025,2025,5,Zaid,585.21,40.4,45.04,42.64
Rice,Grain,Quintal,Gujarat,Rajkot,Rajkot,2/18/2025,2025,2,Rabi,860.54,2705.89,2906.82,2806.65
Milk,Dairy,Litre,Punjab,Ludhiana,Ludhiana,12/4/2025,2025,12,Rabi,247.35,63.78,73.08,
Rice,Grain,Quintal,Maharashtra,Nashik,Lasalgaon,11/6/2025,2025,11,Rabi,338.85,3035.59,3182.18,3109.22
Cotton,Fiber,Quintal,Maharashtra,Nashik,Lasalgaon,1/11/2025,2025,1,Rabi,240.89,6465.12,7225.74,6845.38
Tomato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,8/1/2021,2021,8,Kharif,663.52,11.14,12.7,12.11
Cotton,Fiber,Quintal,Gujarat,Ahmedabad,Ahmedabad,12/27/2020,2020,12,Rabi,677.06,7552.72,7818.9,7685.52
Mango,Fruit,Kg,Maharashtra,Nagpur,Nagpur,4/10/2023,2023,4,Zaid,402.64,148.71,154.97,151.38
Onion,Vegetable,Kg,Gujarat,Rajkot,Rajkot,7/15/2024,2024,7,Kharif,94.66,58.56,63.09,61.32
Mustard,Oilseed,Quintal,Gujarat,Ahmedabad,Ahmedabad,6/28/2020,2020,6,Kharif,923.47,6132.43,6831.25,6481.74
Maize,Grain,Quintal,Gujarat,Rajkot,Rajkot,6/17/2020,2020,6,Kharif,633.44,2257.21,2358.47,2308.28
Mustard,Oilseed,Quintal,Uttar Pradesh,Kanpur,Kanpur,2/17/2022,2022,2,Rabi,418.26,5613.13,5794.31,5704.1
Milk,Dairy,Litre,Maharashtra,Nagpur,Nagpur,10/25/2023,2023,10,Rabi,691.58,60.07,65.85,62.88
Wheat,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,11/12/2025,2025,11,Rabi,148.93,2071.78,2388.32,2230.15
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,5/5/2025,2025,5,Zaid,168.2,126.14,135.01,130.16
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,8/17/2020,2020,8,Kharif,745.15,64.11,71.88,68.22
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,8/27/2025,2025,8,Kharif,434.69,64.66,74.63,69.93
Cotton,Fiber,Quintal,Gujarat,Rajkot,Rajkot,1/26/2020,2020,1,Rabi,688.8,7399.91,8093.14,7746.46
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,12/12/2025,2025,12,Rabi,71.75,46.27,51.19,48.93
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,1/21/2025,2025,1,Rabi,837.07,2820.7,3060.15,2940.32
Onion,Vegetable,Kg,Punjab,Amritsar,Amritsar,4/4/2023,2023,4,Zaid,361.92,38.07,41.23,40.14
Potato,Vegetable,Kg,Gujarat,Rajkot,Rajkot,10/2/2020,2020,10,Rabi,61.78,29.97,33.2,31.84
Potato,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,2/6/2024,2024,2,Rabi,422.23,18.72,21.45,20.32
Wheat,Grain,Quintal,Karnataka,Belagavi,Belagavi,1/29/2023,2023,1,Rabi,314.02,2100.44,2264.31,2182.69
Rice,Grain,Quintal,Karnataka,Belagavi,Belagavi,11/11/2020,2020,11,Rabi,455.6,1933.22,1982,1957.18
Rice,Grain,Quintal,Maharashtra,Pune,Pune,5/17/2021,2021,5,Zaid,743.61,2803.63,2966.19,2884.48
Potato,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,5/6/2021,2021,5,Zaid,332.24,9.73,10.99,10.57
Milk,Dairy,Litre,Punjab,Ludhiana,Ludhiana,8/15/2020,2020,8,Kharif,160.87,37.85,42.43,40.48
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,9/15/2022,2022,9,Kharif,474.51,2737.05,2853.69,2795.47
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,1/19/2025,2025,1,Rabi,910.42,22.51,24.74,24.07
Onion,Vegetable,Kg,Gujarat,Rajkot,Rajkot,3/13/2022,2022,3,Rabi,789.39,28.23,31.09,29.18
Cabbage,Vegetable,Kg,Karnataka,Belagavi,Belagavi,4/9/2022,2022,4,Zaid,129.51,24.03,27.16,25.47
Tomato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,4/30/2022,2022,4,Zaid,807.97,47.05,52.68,50.3
Rice,Grain,Quintal,Karnataka,Mysuru,Mysuru,2/13/2025,2025,2,Rabi,532.64,2774.53,3124.8,2950.12
Tomato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,4/10/2021,2021,4,Zaid,364.5,32.37,35.18,34.14
Onion,Vegetable,Kg,Punjab,Amritsar,Amritsar,11/26/2020,2020,11,Rabi,496.06,32.83,35.49,34.01
Onion,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,2/8/2022,2022,2,Rabi,80.67,48.74,52.24,50.28
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,5/29/2025,2025,5,Zaid,815.14,35.62,39.77,37.89
Maize,Grain,Quintal,Maharashtra,Pune,Pune,12/23/2020,2020,12,Rabi,443.17,2142.56,2376.52,2259.25
Cabbage,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,4/16/2024,2024,4,Zaid,26.47,29.97,32.56,31.48
Rice,Grain,Quintal,Karnataka,Belagavi,Belagavi,3/2/2025,2025,3,Rabi,597.74,2868.36,3158.06,3013.29
Onion,Vegetable,Kg,Maharashtra,Pune,Pune,12/13/2024,2024,12,Rabi,466.84,20.04,21.9,20.51
Milk,Dairy,Litre,Punjab,Amritsar,Amritsar,6/28/2020,2020,6,Kharif,498.87,60.47,64.25,62.05
Milk,Dairy,Litre,Gujarat,Rajkot,Rajkot,8/12/2025,2025,8,Kharif,926.33,34.17,37.84,36.08
Wheat,Grain,Quintal,Karnataka,Belagavi,Belagavi,1/27/2021,2021,1,Rabi,428.34,2260.16,2575.08,2417.67
Rice,Grain,Quintal,Maharashtra,Pune,Pune,7/16/2022,2022,7,Kharif,732.6,2185.74,2434.44,2309.59
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,10/24/2021,2021,10,Rabi,903.7,25.05,29.07,27.46
Onion,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,6/15/2021,2021,6,Kharif,329.35,20,21.58,21.01
Maize,Grain,Quintal,Punjab,Ludhiana,Ludhiana,10/3/2023,2023,10,Rabi,176.94,2210.04,2536.07,2373.03
Banana,Fruit,Dozen,Karnataka,Mysuru,Mysuru,6/29/2023,2023,6,Kharif,441.99,33.15,34.54,33.66
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2/8/2024,2024,2,Rabi,833.9,1941.94,2093.19,2017.26
Potato,Vegetable,Kg,Punjab,Amritsar,Amritsar,10/6/2025,2025,10,Rabi,184.59,34.69,38.5,37.06
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,11/15/2025,2025,11,Rabi,381.69,47.35,51.55,49.77
Mango,Fruit,Kg,Gujarat,Ahmedabad,Ahmedabad,12/17/2024,2024,12,Rabi,165.47,148.3,154.11,151.36
Tomato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,3/8/2020,2020,3,Rabi,679.89,10.4,11.54,10.5
Mustard,Oilseed,Quintal,Karnataka,Belagavi,Belagavi,12/4/2020,2020,12,Rabi,269.91,6647.54,7234.21,6940.52
Banana,Fruit,Dozen,Punjab,Ludhiana,Ludhiana,9/1/2023,2023,9,Kharif,457.8,114.82,126.52,120.65
Wheat,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,9/9/2022,2022,9,Kharif,302.61,2018.37,2131.66,2074.76
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,5/28/2023,2023,5,Zaid,907.48,2047.49,2297.19,2172.58
Cotton,Fiber,Quintal,Karnataka,Belagavi,Belagavi,5/24/2023,2023,5,Zaid,495.84,7566.57,8373.67,7969.86
Cabbage,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,3/25/2025,2025,3,Rabi,735.25,31.36,34.75,33.09
Brinjal,Vegetable,Kg,Gujarat,Rajkot,Rajkot,12/13/2022,2022,12,Rabi,613.45,25.41,26.99,25.85
Onion,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,7/25/2021,2021,7,Kharif,559.34,40.46,44.29,42.13
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,10/30/2023,2023,10,Rabi,663.8,36.84,39.04,37.94
Milk,Dairy,Litre,Punjab,Ludhiana,Ludhiana,10/9/2023,2023,10,Rabi,831.35,60.21,67.07,63.26
Rice,Grain,Quintal,Maharashtra,Nashik,Lasalgaon,1/27/2023,2023,1,Rabi,61.87,2599.09,2807.97,2703.61
Banana,Fruit,Dozen,Punjab,Ludhiana,Ludhiana,4/16/2025,2025,4,Zaid,147.47,82.28,86.89,84.31
Potato,Vegetable,Kg,Karnataka,Belagavi,Belagavi,1/28/2025,2025,1,Rabi,453.2,9.54,10.96,9.83
Onion,Vegetable,Kg,Karnataka,Belagavi,Belagavi,8/21/2021,2021,8,Kharif,876.95,42.04,45.81,44.27
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,5/14/2024,2024,5,Zaid,586,46.96,53.59,50.71
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,12/3/2023,2023,12,Rabi,252.27,37.89,43.09,40.82
Mango,Fruit,Kg,Karnataka,Belagavi,Belagavi,9/6/2024,2024,9,Kharif,132.9,78.74,86.25,82.06
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,4/29/2024,2024,4,Zaid,558.89,40.01,43.79,41.68
Banana,Fruit,Dozen,Maharashtra,Pune,Pune,9/21/2024,2024,9,Kharif,136.99,82.51,92.15,86.91
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,3/3/2023,2023,3,Rabi,507.04,33.19,37.18,35.13
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,12/8/2022,2022,12,Rabi,918.71,162.17,183.16,172.58
Banana,Fruit,Dozen,Maharashtra,Nagpur,Nagpur,5/9/2021,2021,5,Zaid,221.75,70.47,77.11,74.15
Rice,Grain,Quintal,Gujarat,Rajkot,Rajkot,2/11/2022,2022,2,Rabi,258.54,2515.16,2628.82,2571.79
Banana,Fruit,Dozen,Gujarat,Rajkot,Rajkot,7/16/2025,2025,7,Kharif,571.43,92.69,101.79,97.56
Mango,Fruit,Kg,Uttar Pradesh,Varanasi,Varanasi,8/18/2021,2021,8,Kharif,679.54,156.64,180.26,168.24
Mango,Fruit,Kg,Gujarat,Rajkot,Rajkot,7/24/2024,2024,7,Kharif,772.75,86.27,93.26,90.07
Brinjal,Vegetable,Kg,Punjab,Amritsar,Amritsar,12/16/2020,2020,12,Rabi,135.36,42.32,45.17,43.34
Milk,Dairy,Litre,Punjab,Ludhiana,Ludhiana,7/4/2025,2025,7,Kharif,90.87,62.24,67.92,65.22
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,12/16/2023,2023,12,Rabi,863.02,94.72,99.31,96.63
Wheat,Grain,Quintal,Karnataka,Mysuru,Mysuru,8/26/2023,2023,8,Kharif,604.67,1913.6,2152.6,2032.78
Brinjal,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,11/27/2021,2021,11,Rabi,688.74,40.76,47.01,44.06
Cotton,Fiber,Quintal,Maharashtra,Nagpur,Nagpur,3/31/2024,2024,3,Rabi,182.91,7028.33,7756.7,7392.29
Milk,Dairy,Litre,Gujarat,Rajkot,Rajkot,9/7/2025,2025,9,Kharif,483.75,66.79,73.66,69.77
Rice,Grain,Quintal,Karnataka,Mysuru,Mysuru,11/28/2020,2020,11,Rabi,574.05,2550.5,2874.37,2712.51
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,4/27/2020,2020,4,Zaid,933.87,4110.68,4583.99,4347.78
Brinjal,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,8/22/2020,2020,8,Kharif,433.97,47.93,52.66,50.27
Mustard,Oilseed,Quintal,Gujarat,Ahmedabad,Ahmedabad,10/5/2021,2021,10,Rabi,646.89,4517.95,4902.82,4709.93
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,12/25/2025,2025,12,Rabi,306.09,5214.5,5804.68,5509.3
Tomato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,12/28/2025,2025,12,Rabi,254.54,43.82,46.27,44.91
Cotton,Fiber,Quintal,Uttar Pradesh,Varanasi,Varanasi,9/7/2024,2024,9,Kharif,338.95,6759.93,7501.14,7130.74
Mustard,Oilseed,Quintal,Uttar Pradesh,Varanasi,Varanasi,11/20/2021,2021,11,Rabi,527.62,5480.29,6013.75,5746.52
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,1/5/2024,2024,1,Rabi,103.74,33.09,36.51,35.07
Rice,Grain,Quintal,Punjab,Ludhiana,Ludhiana,7/1/2021,2021,7,Kharif,662.47,2763.76,3089.69,2927.19
Maize,Grain,Quintal,Punjab,Ludhiana,Ludhiana,9/2/2022,2022,9,Kharif,901.28,1786.29,2075.87,1931.25
Milk,Dairy,Litre,Maharashtra,Nagpur,Nagpur,3/2/2021,2021,3,Rabi,508.46,51.39,56.02,53.63
