Commodity,Category,Unit,State,District,Market,Date,Year,Month,Season,Arrival_Qty,Min_Price,Max_Price,Modal_Price,Day,Week,Quarter,DayOfWeek
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2023-02-26,2023,2,Rabi,163.45,1838.15,2112.11,1974.93,26,8,1,6
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,2021-01-19,2021,1,Rabi,519.77,184.58,194.51,189.9,19,3,1,1
Maize,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2025-12-06,2025,12,Rabi,925.2,2436.19,2829.3,2632.78,6,49,4,5
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-07-17,2024,7,Kharif,919.41,30.51,34.54,32.44,17,29,3,2
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-01-27,2023,1,Rabi,106.21,16.92,18.78,17.42,27,4,1,4
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-08-19,2020,8,Kharif,681.05,22.09,24.94,23.45,19,34,3,2
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2023-06-21,2023,6,Kharif,632.84,59.43,66.69,62.8,21,25,2,2
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-06-25,2020,6,Kharif,39.2,43.48,48.56,46.44,25,26,2,3
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2020-05-23,2020,5,Zaid,52.9,7657.71,8419.35,8038.48,23,21,2,5
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2020-06-21,2020,6,Kharif,319.05,5512.2,5665.56,5588.92,21,25,2,6
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,2023-07-03,2023,7,Kharif,233.36,36.38,39.79,38.4,3,27,3,0
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2023-09-16,2023,9,Kharif,624.53,37.56,41.15,38.87,16,37,3,5
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2021-07-17,2021,7,Kharif,287.81,4969.37,5175.41,5072.25,17,28,3,5
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2025-01-20,2025,1,Rabi,714.26,82.3,88.68,85.54,20,4,1,0
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2020-02-27,2020,2,Rabi,635.55,2070.57,2124.9,2097.84,27,9,1,3
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2023-01-19,2023,1,Rabi,918.06,35.87,39.57,37.63,19,3,1,3
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-05-16,2021,5,Zaid,119.43,24.32,28.31,26.77,16,19,2,6
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-09-02,2025,9,Kharif,284.23,45.59,49.0,46.9,2,36,3,1
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-09-27,2024,9,Kharif,612.79,22.7,25.43,24.51,27,39,3,4
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-06-02,2025,6,Kharif,324.7,50.22,54.68,52.79,2,23,2,0
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2022-06-12,2022,6,Kharif,121.18,32.61,36.11,33.92,12,23,2,6
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2024-03-02,2024,3,Rabi,271.21,200.82,209.05,205.32,2,9,1,5
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2022-01-21,2022,1,Rabi,227.11,2942.07,3260.86,3101.76,21,3,1,4
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,2021-02-13,2021,2,Rabi,463.97,115.4,126.74,120.87,13,6,1,5
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-12-11,2023,12,Rabi,192.83,18.61,20.96,19.4,11,50,4,0
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2022-07-09,2022,7,Kharif,131.0,2214.7,2384.69,2299.2,9,27,3,5
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2024-12-29,2024,12,Rabi,530.9,48.94,53.44,51.3,29,52,4,6
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2025-06-19,2025,6,Kharif,517.86,17.52,19.63,18.6,19,25,2,3
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2024-01-04,2024,1,Rabi,853.72,6140.47,6612.47,6376.77,4,1,1,3
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-01-14,2025,1,Rabi,250.92,28.16,31.05,29.59,14,3,1,1
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,2021-10-14,2021,10,Rabi,747.09,180.26,201.96,191.05,14,41,4,3
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2025-07-14,2025,7,Kharif,462.44,1953.18,2047.98,2001.01,14,29,3,0
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2023-06-01,2023,6,Kharif,631.7,46.94,51.91,49.54,1,22,2,3
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2021-10-14,2021,10,Rabi,351.0,49.41,53.29,50.95,14,41,4,3
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2021-06-25,2021,6,Kharif,793.79,54.56,58.51,56.24,25,25,2,4
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2024-09-08,2024,9,Kharif,609.38,52.63,59.01,55.87,8,36,3,6
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2022-05-28,2022,5,Zaid,79.15,78.73,84.09,81.54,28,21,2,5
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,2021-12-29,2021,12,Rabi,82.45,45.03,51.31,47.83,29,52,4,2
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-06-11,2024,6,Kharif,22.44,22.11,24.03,23.48,11,24,2,1
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2021-12-07,2021,12,Rabi,55.06,156.76,165.9,161.39,7,49,4,1
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-10-16,2025,10,Rabi,328.86,46.84,49.78,48.06,16,42,4,3
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2021-10-17,2021,10,Rabi,250.07,31.88,34.8,32.9,17,41,4,6
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2020-06-23,2020,6,Kharif,309.53,6543.67,6588.08,6566.1,23,26,2,1
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2023-10-04,2023,10,Rabi,408.17,6329.3,7234.93,6781.63,4,40,4,2
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2024-12-30,2024,12,Rabi,779.92,76.47,79.45,78.23,30,1,4,0
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-03-30,2025,3,Rabi,531.99,20.56,22.68,21.94,30,13,1,6
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-12-06,2020,12,Rabi,104.69,25.24,28.15,26.45,6,49,4,6
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2020-11-02,2020,11,Rabi,151.23,2242.71,2595.22,2418.64,2,45,4,0
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2023-05-19,2023,5,Zaid,313.99,187.84,201.53,194.84,19,20,2,4
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2020-06-17,2020,6,Kharif,286.55,155.95,171.94,163.67,17,25,2,2
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2021-07-09,2021,7,Kharif,482.9,19.42,21.48,20.9,9,27,3,4
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2025-08-02,2025,8,Kharif,206.58,4794.15,5068.37,4930.94,2,31,3,5
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-03-14,2025,3,Rabi,942.84,31.5,34.36,32.55,14,11,1,4
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-04-12,2024,4,Zaid,257.59,32.01,34.61,33.61,12,15,2,4
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2020-08-22,2020,8,Kharif,599.59,1890.83,2135.93,2013.04,22,34,3,5
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-02-19,2020,2,Rabi,772.12,24.5,27.6,25.59,19,8,1,2
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2025-06-22,2025,6,Kharif,152.88,2045.31,2130.45,2087.5,22,25,2,6
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2022-11-24,2022,11,Rabi,853.62,98.44,104.97,101.59,24,47,4,3
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-10-11,2024,10,Rabi,573.33,26.35,28.54,27.26,11,41,4,4
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2020-09-06,2020,9,Kharif,628.74,6237.07,7118.01,6677.3,6,36,3,6
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2021-11-29,2021,11,Rabi,773.3,2621.93,2754.81,2688.63,29,48,4,0
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-09-15,2025,9,Kharif,374.48,53.42,57.5,55.79,15,38,3,0
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2025-11-03,2025,11,Rabi,598.25,32.08,35.87,34.42,3,45,4,0
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2025-01-31,2025,1,Rabi,426.69,127.7,136.33,132.35,31,5,1,4
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2021-07-03,2021,7,Kharif,536.43,2969.17,3365.58,3167.29,3,26,3,5
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2025-05-23,2025,5,Zaid,579.93,126.24,132.73,129.61,23,21,2,4
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2022-01-20,2022,1,Rabi,310.73,2383.11,2772.09,2577.56,20,3,1,3
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2020-04-03,2020,4,Zaid,159.34,2518.76,2787.73,2652.94,3,14,2,4
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2023-02-28,2023,2,Rabi,674.57,5278.61,5611.3,5444.96,28,9,1,1
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2023-01-09,2023,1,Rabi,730.0,60.78,64.72,62.4,9,2,1,0
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2020-02-08,2020,2,Rabi,274.37,189.77,212.5,201.31,8,6,1,5
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2025-03-11,2025,3,Rabi,814.84,32.77,34.53,33.78,11,11,1,1
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2023-07-04,2023,7,Kharif,562.66,8269.92,9439.38,8854.25,4,27,3,1
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-11-29,2021,11,Rabi,456.66,50.03,51.85,50.89,29,48,4,0
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-08-04,2021,8,Kharif,401.62,33.67,36.18,34.51,4,31,3,2
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-10-27,2024,10,Rabi,819.78,70.27,76.18,73.35,27,43,4,6
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2023-04-16,2023,4,Zaid,574.13,13.58,15.26,14.31,16,15,2,6
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2020-05-20,2020,5,Zaid,399.65,164.09,180.8,171.98,20,21,2,2
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2023-07-24,2023,7,Kharif,931.49,56.05,60.38,57.91,24,30,3,0
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2025-11-05,2025,11,Rabi,821.44,137.22,149.69,143.73,5,45,4,2
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2021-08-05,2021,8,Kharif,323.52,34.25,35.87,35.47,5,31,3,3
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2021-12-14,2021,12,Rabi,175.1,6039.84,6137.89,6089.25,14,50,4,1
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2021-12-25,2021,12,Rabi,600.29,100.01,106.31,103.44,25,51,4,5
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2024-04-13,2024,4,Zaid,712.55,2906.65,3054.72,2980.4,13,15,2,5
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2023-01-24,2023,1,Rabi,259.15,2375.3,2565.82,2470.25,24,4,1,1
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2021-11-22,2021,11,Rabi,164.38,46.58,54.18,50.48,22,47,4,0
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2022-08-10,2022,8,Kharif,615.2,2269.15,2432.22,2350.28,10,32,3,2
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2025-06-02,2025,6,Kharif,674.69,2399.84,2564.58,2482.62,2,23,2,0
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2023-11-15,2023,11,Rabi,254.02,27.95,31.5,29.52,15,46,4,2
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2022-10-24,2022,10,Rabi,341.31,131.31,141.22,135.98,24,43,4,0
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2023-08-26,2023,8,Kharif,486.41,50.19,55.82,53.16,26,34,3,5
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-01-24,2025,1,Rabi,358.57,17.48,20.06,18.9,24,4,1,4
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2020-10-04,2020,10,Rabi,939.06,47.81,51.09,49.52,4,40,4,6
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2025-09-04,2025,9,Kharif,861.76,71.71,78.84,74.8,4,36,3,3
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2020-05-26,2020,5,Zaid,822.12,2395.66,2525.7,2461.05,26,22,2,1
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-07-06,2020,7,Kharif,99.49,16.57,18.26,16.93,6,28,3,0
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2021-06-10,2021,6,Kharif,390.73,17.67,18.97,18.58,10,23,2,3
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2021-01-02,2021,1,Rabi,374.45,32.31,37.0,34.18,2,53,1,5
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2020-07-02,2020,7,Kharif,931.69,6909.09,7145.59,7027.02,2,27,3,3
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2022-02-02,2022,2,Rabi,775.66,23.84,27.15,25.33,2,5,1,2
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-11-11,2025,11,Rabi,686.86,69.34,74.68,72.03,11,46,4,1
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2024-04-12,2024,4,Zaid,579.0,5448.7,5959.63,5704.29,12,15,2,4
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-06-24,2025,6,Kharif,639.99,27.68,29.46,28.97,24,26,2,1
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2023-11-29,2023,11,Rabi,129.77,58.35,60.4,59.08,29,48,4,2
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2022-02-24,2022,2,Rabi,131.96,8330.4,8621.02,8475.25,24,8,1,3
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2020-08-28,2020,8,Kharif,749.31,7813.66,8261.41,8037.67,28,35,3,4
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2025-08-25,2025,8,Kharif,570.63,4715.8,5068.55,4892.66,25,35,3,0
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2023-11-04,2023,11,Rabi,488.22,6646.43,7453.34,7049.99,4,44,4,5
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,2022-04-18,2022,4,Zaid,916.24,5426.66,6010.42,5718.55,18,16,2,0
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2021-07-24,2021,7,Kharif,126.1,1926.85,2143.28,2034.75,24,29,3,5
Maize,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2023-09-04,2023,9,Kharif,571.07,1507.41,1622.35,1564.52,4,36,3,0
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2021-11-13,2021,11,Rabi,752.05,2169.82,2258.81,2213.96,13,45,4,5
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2021-01-05,2021,1,Rabi,530.8,47.27,52.58,49.98,5,1,1,1
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2020-10-11,2020,10,Rabi,618.48,132.79,149.15,140.98,11,41,4,6
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2025-06-20,2025,6,Kharif,696.93,124.78,134.44,129.87,20,25,2,4
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2025-08-30,2025,8,Kharif,216.81,2187.68,2465.71,2326.69,30,35,3,5
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2024-02-06,2024,2,Rabi,67.02,63.5,70.75,67.34,6,6,1,1
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,2025-01-11,2025,1,Rabi,299.47,54.0,59.34,56.54,11,2,1,5
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-04-10,2025,4,Zaid,191.01,21.13,23.05,22.29,10,15,2,3
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-02-14,2025,2,Rabi,628.97,30.63,33.32,31.54,14,7,1,4
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2025-11-09,2025,11,Rabi,379.91,2835.78,3026.46,2931.54,9,45,4,6
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-11-06,2024,11,Rabi,29.94,14.71,16.26,15.1,6,45,4,2
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2022-03-04,2022,3,Rabi,513.19,19.79,21.65,20.54,4,9,1,4
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2025-11-24,2025,11,Rabi,740.97,88.02,99.85,94.12,24,48,4,0
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2023-11-22,2023,11,Rabi,919.31,2210.11,2315.47,2262.45,22,47,4,2
Maize,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2023-12-13,2023,12,Rabi,567.59,1618.05,1761.85,1689.6,13,50,4,2
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2025-05-16,2025,5,Zaid,721.07,70.38,76.55,73.53,16,20,2,4
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2021-11-16,2021,11,Rabi,548.09,19.36,21.97,20.38,16,46,4,1
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2022-11-18,2022,11,Rabi,314.62,61.07,66.39,63.55,18,46,4,4
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2023-11-07,2023,11,Rabi,425.41,2703.58,2746.38,2724.98,7,45,4,1
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-05-14,2020,5,Zaid,464.07,24.82,27.71,26.04,14,20,2,3
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2025-06-28,2025,6,Kharif,160.03,4902.13,5302.28,5102.61,28,26,2,5
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2023-11-30,2023,11,Rabi,564.41,2072.7,2241.01,2156.59,30,48,4,3
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2021-03-21,2021,3,Rabi,99.1,6838.37,7484.11,7161.5,21,11,1,6
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-02-04,2025,2,Rabi,797.6,50.75,57.1,54.38,4,6,1,1
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2021-09-22,2021,9,Kharif,588.92,21.89,24.5,23.34,22,38,3,2
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-12-06,2023,12,Rabi,372.42,38.41,43.33,40.62,6,49,4,2
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2025-06-10,2025,6,Kharif,291.18,12.18,13.79,12.64,10,24,2,1
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,2020-09-25,2020,9,Kharif,381.95,7515.13,8046.6,7780.7,25,39,3,4
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2025-04-07,2025,4,Zaid,105.16,93.81,101.28,97.47,7,15,2,0
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,2020-11-11,2020,11,Rabi,285.13,30.39,32.97,31.4,11,46,4,2
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2021-10-26,2021,10,Rabi,200.09,104.8,116.37,110.09,26,43,4,1
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2020-12-14,2020,12,Rabi,664.0,34.29,37.58,36.25,14,51,4,0
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2024-03-31,2024,3,Rabi,417.58,70.59,75.08,73.33,31,13,1,6
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-10-31,2025,10,Rabi,774.37,16.74,18.75,17.57,31,44,4,4
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2025-09-03,2025,9,Kharif,718.07,2890.13,3336.03,3113.53,3,36,3,2
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-02-06,2023,2,Rabi,335.43,48.69,51.03,49.69,6,6,1,0
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-01-05,2020,1,Rabi,948.3,19.36,21.51,20.74,5,1,1,6
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2025-03-27,2025,3,Rabi,39.24,2585.66,2849.61,2717.9,27,13,1,3
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-08-25,2020,8,Kharif,155.69,46.15,50.01,48.34,25,35,3,1
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2025-04-21,2025,4,Zaid,30.52,1956.62,2158.61,2057.91,21,17,2,0
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2020-12-08,2020,12,Rabi,692.98,4087.93,4738.21,4412.8,8,50,4,1
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2022-09-17,2022,9,Kharif,662.67,37.01,40.15,38.33,17,37,3,5
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2020-07-17,2020,7,Kharif,841.71,2354.76,2407.89,2381.06,17,29,3,4
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2024-09-08,2024,9,Kharif,523.53,4568.72,5031.42,4800.33,8,36,3,6
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2024-10-17,2024,10,Rabi,937.2,52.4,57.36,55.03,17,42,4,3
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2021-11-28,2021,11,Rabi,221.04,7.86,8.95,8.64,28,47,4,6
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-02-03,2024,2,Rabi,908.22,2931.41,2978.6,2955.24,3,5,1,5
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2024-03-03,2024,3,Rabi,501.4,65.54,71.09,68.06,3,9,1,6
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-07-12,2024,7,Kharif,36.04,15.01,16.26,16.12,12,28,3,4
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2023-04-28,2023,4,Zaid,813.69,1688.65,1741.75,1714.84,28,17,2,4
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2022-06-26,2022,6,Kharif,45.5,3037.77,3074.29,3055.64,26,25,2,6
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2024-04-12,2024,4,Zaid,259.81,25.33,27.56,26.44,12,15,2,4
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2021-11-11,2021,11,Rabi,497.3,104.4,119.52,112.4,11,45,4,3
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2022-08-14,2022,8,Kharif,243.86,173.23,186.03,180.12,14,32,3,6
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2024-10-23,2024,10,Rabi,791.38,38.76,42.26,40.13,23,43,4,2
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-11-07,2024,11,Rabi,216.1,24.74,27.74,26.43,7,45,4,3
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2025-05-24,2025,5,Zaid,591.22,2536.91,2734.87,2636.31,24,21,2,5
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-05-12,2021,5,Zaid,89.01,13.76,15.32,14.06,12,19,2,2
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2021-02-06,2021,2,Rabi,779.64,6018.99,6510.15,6264.24,6,5,1,5
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2025-10-14,2025,10,Rabi,167.33,141.52,153.0,147.26,14,42,4,1
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2020-02-12,2020,2,Rabi,168.15,38.58,42.43,40.9,12,7,1,2
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2022-04-20,2022,4,Zaid,96.92,22.28,24.47,23.2,20,16,2,2
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,2022-02-17,2022,2,Rabi,111.25,59.2,67.71,63.69,17,7,1,3
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2024-05-21,2024,5,Zaid,786.01,2087.36,2226.92,2157.11,21,21,2,1
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-12-07,2021,12,Rabi,734.06,28.57,32.68,30.3,7,49,4,1
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2023-12-08,2023,12,Rabi,468.79,27.9,31.35,29.64,8,49,4,4
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-12-26,2025,12,Rabi,165.86,27.8,31.48,29.82,26,52,4,4
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2023-02-03,2023,2,Rabi,533.6,2931.56,3319.44,3125.93,3,5,1,4
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2023-02-26,2023,2,Rabi,626.89,6258.85,6813.77,6536.4,26,8,1,6
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2023-07-19,2023,7,Kharif,497.39,4129.58,4602.33,4366.22,19,29,3,2
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2022-10-12,2022,10,Rabi,91.64,17.58,19.76,18.44,12,41,4,2
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2023-10-15,2023,10,Rabi,505.3,45.93,52.66,48.85,15,41,4,6
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2020-07-19,2020,7,Kharif,429.96,1955.33,2127.65,2041.2,19,29,3,6
